user_id,recency_days,frequency,monetary_inr,r_score,f_score,m_score,segment,cluster
21338,43,2,11236.0,4,2,4,Loyal,1
21341,184,1,1713.0,3,1,2,At Risk,0
21342,38,6,5768.0,4,4,3,Champions,1
21343,808,1,583.0,1,1,2,Lost,0
21344,432,2,2843.0,2,2,3,Potential Loyalist,1
21345,130,5,5939.0,4,4,3,Champions,1
21346,360,2,2023.0,3,2,3,Potential Loyalist,1
21347,473,1,42.0,2,1,1,Lost,0
21351,704,1,171.0,1,1,1,Lost,0
21352,501,3,17269.0,2,4,4,Loyal,1
21353,52,2,34592.0,4,2,4,Loyal,1
21354,670,1,167.0,1,1,1,Lost,0
21355,212,3,2472.0,3,4,3,Loyal,1
21356,101,3,4445.0,4,4,3,Champions,1
21358,660,3,6093.0,1,4,3,Potential Loyalist,1
21359,135,2,500.0,4,2,2,Potential Loyalist,1
21361,878,1,944.0,1,1,2,Lost,0
21363,934,1,4773.0,1,1,3,At Risk,0
21364,390,1,32.0,2,1,1,Lost,0
21365,40,1,282.0,4,1,1,At Risk,0
21366,171,3,18958.0,4,4,4,Champions,1
21367,599,2,4533.0,2,2,3,Potential Loyalist,0
21368,330,4,7648.0,3,4,3,Loyal,1
21369,11,1,2708.0,4,1,3,Potential Loyalist,1
21370,88,3,123796.0,4,4,4,Champions,1
21372,596,3,1950.0,2,4,2,Potential Loyalist,1
21373,401,1,69.0,2,1,1,Lost,0
21375,256,3,12199.0,3,4,4,Champions,1
21376,157,3,1930.0,4,4,2,Loyal,1
21377,267,2,2500.0,3,2,3,Potential Loyalist,1
21378,312,1,3204.0,3,1,3,Potential Loyalist,0
21380,344,2,306.0,3,2,1,At Risk,0
21381,558,3,21601.0,2,4,4,Loyal,1
21382,304,2,908.0,3,3,2,Potential Loyalist,0
21383,739,1,306.0,1,1,1,Lost,0
21385,725,1,213.0,1,1,1,Lost,0
21386,421,1,231.0,2,1,1,Lost,0
21387,646,1,102.0,1,1,1,Lost,0
21388,87,2,4283.0,4,3,3,Loyal,1
21389,366,1,269.0,3,1,1,At Risk,0
21390,759,1,0.0,1,1,1,Lost,0
21394,654,1,1060.0,1,1,2,Lost,0
21395,121,3,528.0,4,4,2,Loyal,1
21396,563,2,6130.0,2,3,3,Potential Loyalist,1
21397,256,4,2620.0,3,4,3,Loyal,1
21398,487,1,4481.0,2,1,3,At Risk,0
21399,93,4,16921.0,4,4,4,Champions,1
21400,577,2,2722.0,2,3,3,Potential Loyalist,0
21402,563,2,1306.0,2,3,2,Potential Loyalist,0
21403,213,3,7448.0,3,4,3,Loyal,1
21404,719,2,412.0,1,3,1,At Risk,0
21405,353,4,61439.0,3,4,4,Champions,1
21407,774,1,79.0,1,1,1,Lost,0
21408,905,1,116.0,1,1,1,Lost,0
21409,474,1,477.0,2,1,2,At Risk,0
21410,480,1,741.0,2,1,2,At Risk,0
21411,277,1,171.0,3,1,1,At Risk,0
21412,58,2,773.0,4,3,2,Loyal,1
21413,71,1,292.0,4,1,1,At Risk,0
21414,701,2,40847.0,1,3,4,Potential Loyalist,1
21415,312,1,1588.0,3,1,2,At Risk,0
21416,424,1,491.0,2,1,2,At Risk,0
21418,575,2,736.0,2,3,2,Potential Loyalist,0
21419,648,2,25861.0,1,3,4,Potential Loyalist,1
21420,144,2,52699.0,4,3,4,Champions,1
21421,92,2,2306.0,4,3,3,Loyal,1
21422,170,1,1194.0,4,1,2,Potential Loyalist,0
21423,702,1,792.0,1,1,2,Lost,0
21424,66,2,7505.0,4,3,3,Loyal,1
21425,557,3,2176.0,2,4,3,Loyal,1
21428,431,1,51.0,2,1,1,Lost,0
21432,365,2,334.0,3,3,1,Potential Loyalist,0
21433,631,3,2907.0,2,4,3,Loyal,1
21434,649,2,1565.0,1,3,2,At Risk,0
21435,19,2,11472.0,4,3,4,Champions,1
21436,43,3,1175.0,4,4,2,Loyal,1
21437,66,3,9778.0,4,4,4,Champions,1
21438,558,1,579.0,2,1,2,At Risk,0
21439,962,1,32.0,1,1,1,Lost,0
21440,353,3,7783.0,3,4,3,Loyal,1
21441,884,1,97.0,1,1,1,Lost,0
21444,570,2,1630.0,2,3,2,Potential Loyalist,0
21445,11,2,528.0,4,3,2,Loyal,1
21446,954,1,3111.0,1,1,3,At Risk,0
21447,360,1,6889.0,3,1,3,Potential Loyalist,0
21449,61,1,440.0,4,1,2,Potential Loyalist,0
21451,129,1,7407.0,4,1,3,Potential Loyalist,0
21452,498,1,222.0,2,1,1,Lost,0
21453,438,1,11417.0,2,1,4,Potential Loyalist,0
21454,250,3,4635.0,3,4,3,Loyal,1
21455,103,5,26286.0,4,4,4,Champions,1
21456,603,3,11565.0,2,4,4,Loyal,1
21458,208,3,2778.0,3,4,3,Loyal,1
21459,444,1,1250.0,2,1,2,At Risk,0
21460,232,3,5532.0,3,4,3,Loyal,1
21461,376,2,2676.0,3,3,3,Loyal,1
21462,578,1,6037.0,2,1,3,At Risk,0
21463,15,2,361.0,4,3,1,Potential Loyalist,1
21464,395,2,384.0,2,3,1,At Risk,0
21465,269,3,7542.0,3,4,3,Loyal,1
21466,298,2,38361.0,3,3,4,Loyal,1
21467,719,1,315.0,1,1,1,Lost,0
21468,304,1,46264.0,3,1,4,Potential Loyalist,1
21469,512,2,58819.0,2,3,4,Loyal,1
21470,803,2,727.0,1,3,2,At Risk,0
21471,554,2,1357.0,2,3,2,Potential Loyalist,0
21472,606,1,639.0,2,1,2,At Risk,0
21473,437,2,4282.0,2,3,3,Potential Loyalist,1
21475,456,1,329.0,2,1,1,Lost,0
21476,277,1,296.0,3,1,1,At Risk,0
21477,799,2,722.0,1,3,2,At Risk,0
21478,32,2,7380.0,4,3,3,Loyal,1
21479,156,2,2977.0,4,3,3,Loyal,1
21480,876,2,29634.0,1,3,4,Potential Loyalist,1
21481,911,1,5194.0,1,1,3,At Risk,0
21482,768,1,144.0,1,1,1,Lost,0
21483,358,3,7342.0,3,4,3,Loyal,1
21484,152,5,11227.0,4,4,4,Champions,1
21485,143,2,250.0,4,3,1,Potential Loyalist,0
21486,200,3,165991.0,3,4,4,Champions,1
21487,761,1,12745.0,1,1,4,At Risk,0
21489,351,3,2916.0,3,4,3,Loyal,1
21490,925,1,1653.0,1,1,2,Lost,0
21492,708,1,6648.0,1,1,3,At Risk,0
21493,197,2,14884.0,3,3,4,Loyal,1
21494,86,3,5449.0,4,4,3,Champions,1
21495,355,2,1347.0,3,3,2,Potential Loyalist,0
21497,645,1,630.0,1,1,2,Lost,0
21498,93,2,334.0,4,3,1,Potential Loyalist,1
21499,379,1,10000.0,3,1,4,Potential Loyalist,0
21500,116,1,1644.0,4,1,2,Potential Loyalist,0
21501,271,1,25898.0,3,1,4,Potential Loyalist,0
21502,772,2,777.0,1,3,2,At Risk,0
21503,576,1,565.0,2,1,2,At Risk,0
21504,793,1,5861.0,1,1,3,At Risk,0
21505,494,2,2078.0,2,3,3,Potential Loyalist,0
21507,101,2,21176.0,4,3,4,Champions,1
21508,705,1,44431.0,1,1,4,At Risk,0
21509,820,1,59870.0,1,1,4,At Risk,0
21510,177,4,4754.0,4,4,3,Champions,1
21511,638,4,652.0,1,4,2,Potential Loyalist,1
21512,138,3,7047.0,4,4,3,Champions,1
21513,159,5,3139.0,4,4,3,Champions,1
21514,401,1,11310.0,2,1,4,Potential Loyalist,0
21515,458,2,945.0,2,3,2,Potential Loyalist,0
21516,72,2,8107.0,4,3,3,Loyal,1
21518,613,1,1185.0,2,1,2,At Risk,0
21519,586,1,111.0,2,1,1,Lost,0
21520,652,2,6704.0,1,3,3,Potential Loyalist,1
21521,410,2,25241.0,2,3,4,Loyal,1
21522,257,2,1875.0,3,3,2,Potential Loyalist,1
21523,320,1,84352.0,3,1,4,Potential Loyalist,1
21524,739,1,394.0,1,1,1,Lost,0
21525,708,2,2828.0,1,3,3,Potential Loyalist,0
21527,86,2,1227.0,4,3,2,Loyal,1
21529,240,2,1093.0,3,3,2,Potential Loyalist,1
21530,747,2,389.0,1,3,1,At Risk,0
21531,197,5,5472.0,3,4,3,Loyal,1
21532,502,2,7491.0,2,3,3,Potential Loyalist,1
21533,456,1,125.0,2,1,1,Lost,0
21534,11,2,338.0,4,3,1,Potential Loyalist,1
21535,585,1,148.0,2,1,1,Lost,0
21536,569,2,199.0,2,3,1,At Risk,0
21537,626,1,6556.0,2,1,3,At Risk,0
21538,693,1,1963.0,1,1,3,At Risk,0
21539,8,1,2620.0,4,1,3,Potential Loyalist,1
21540,606,1,2074.0,2,1,3,At Risk,0
21541,537,1,148.0,2,1,1,Lost,0
21542,235,1,505.0,3,1,2,At Risk,0
21543,46,1,2074.0,4,1,3,Potential Loyalist,1
21544,149,2,7653.0,4,3,3,Loyal,1
21546,955,1,333.0,1,1,1,Lost,0
21547,5,4,6051.0,4,4,3,Champions,1
21548,198,1,329.0,3,1,1,At Risk,0
21550,578,3,1496.0,2,4,2,Potential Loyalist,1
21551,22,2,7380.0,4,3,3,Loyal,1
21552,856,1,69.0,1,1,1,Lost,0
21553,80,2,25908.0,4,3,4,Champions,1
21554,981,1,13296.0,1,1,4,At Risk,0
21555,198,2,2328.0,3,3,3,Loyal,1
21557,522,1,0.0,2,1,1,Lost,0
21558,960,1,93.0,1,1,1,Lost,0
21559,165,2,4240.0,4,3,3,Loyal,1
21560,197,5,73236.0,3,4,4,Champions,1
21562,376,2,879.0,3,3,2,Potential Loyalist,0
21564,261,1,648.0,3,1,2,At Risk,0
21565,53,2,5871.0,4,3,3,Loyal,1
21566,92,4,11411.0,4,4,4,Champions,1
21567,648,1,76222.0,1,1,4,At Risk,0
21568,715,2,949.0,1,3,2,At Risk,0
21569,191,2,24056.0,3,3,4,Loyal,1
21571,380,3,2746.0,3,4,3,Loyal,1
21572,393,1,120.0,2,1,1,Lost,0
21574,919,1,611.0,1,1,2,Lost,0
21576,436,4,741.0,2,4,2,Potential Loyalist,1
21577,114,3,28741.0,4,4,4,Champions,1
21578,283,3,65861.0,3,4,4,Champions,1
21579,47,3,240180.0,4,4,4,Champions,1
21580,968,1,1870.0,1,1,2,Lost,0
21581,141,3,7394.0,4,4,3,Champions,1
21582,488,2,1130.0,2,3,2,Potential Loyalist,0
21583,193,2,13134.0,3,3,4,Loyal,1
21584,242,2,3509.0,3,3,3,Loyal,1
21585,893,2,496.0,1,3,2,At Risk,0
21586,226,1,19500.0,3,1,4,Potential Loyalist,0
21587,298,3,1471.0,3,4,2,Loyal,1
21588,157,2,769.0,4,3,2,Loyal,1
21590,124,5,1492.0,4,4,2,Loyal,1
21591,554,1,514.0,2,1,2,At Risk,0
21592,29,2,4921.0,4,3,3,Loyal,1
21593,226,2,10828.0,3,3,4,Loyal,1
21594,54,3,14204.0,4,4,4,Champions,1
21596,578,2,889.0,2,3,2,Potential Loyalist,0
21597,106,1,93.0,4,1,1,At Risk,0
21598,929,1,134.0,1,1,1,Lost,0
21599,214,3,8949.0,3,4,3,Loyal,1
21600,737,1,4417.0,1,1,3,At Risk,0
21602,267,1,46.0,3,1,1,At Risk,0
21605,851,1,94144.0,1,1,4,At Risk,0
21606,827,1,22699.0,1,1,4,At Risk,0
21607,268,3,12630.0,3,4,4,Champions,1
21608,921,2,629.0,1,3,2,At Risk,0
21609,346,1,22648.0,3,1,4,Potential Loyalist,0
21610,607,1,106.0,2,1,1,Lost,0
21611,474,2,6587.0,2,3,3,Potential Loyalist,1
21612,456,2,6815.0,2,3,3,Potential Loyalist,1
21613,152,5,33620.0,4,4,4,Champions,1
21614,358,1,1014.0,3,1,2,At Risk,0
21615,228,1,1032.0,3,1,2,At Risk,0
21616,792,1,28185.0,1,1,4,At Risk,0
21617,452,1,384.0,2,1,1,Lost,0
21618,256,4,8056.0,3,4,3,Loyal,1
21619,449,4,15324.0,2,4,4,Loyal,1
21620,173,2,1708.0,4,3,2,Loyal,1
21621,235,1,208.0,3,1,1,At Risk,0
21622,289,2,2713.0,3,3,3,Loyal,1
21623,649,1,213.0,1,1,1,Lost,0
21624,274,2,8407.0,3,3,3,Loyal,1
21625,638,2,472.0,1,3,2,At Risk,0
21626,95,3,3930.0,4,4,3,Champions,1
21627,270,1,181.0,3,1,1,At Risk,0
21629,830,1,0.0,1,1,1,Lost,0
21630,760,1,583.0,1,1,2,Lost,0
21631,106,2,2241.0,4,3,3,Loyal,1
21632,74,2,26981.0,4,3,4,Champions,1
21636,918,1,458.0,1,1,2,Lost,0
21637,142,1,9222.0,4,1,4,Loyal,0
21638,281,1,222.0,3,1,1,At Risk,0
21639,780,1,1231.0,1,1,2,Lost,0
21643,240,3,5903.0,3,4,3,Loyal,1
21644,707,1,1514.0,1,1,2,Lost,0
21646,361,4,6773.0,3,4,3,Loyal,1
21647,515,1,51.0,2,1,1,Lost,0
21648,722,3,66398.0,1,4,4,Loyal,1
21649,136,1,1662.0,4,1,2,Potential Loyalist,0
21651,968,1,7407.0,1,1,3,At Risk,0
21653,289,1,398.0,3,1,1,At Risk,0
21654,295,2,61352.0,3,3,4,Loyal,1
21655,452,1,79.0,2,1,1,Lost,0
21656,599,1,310.0,2,1,1,Lost,0
21657,218,3,1389.0,3,4,2,Loyal,1
21658,30,2,28176.0,4,3,4,Champions,1
21659,124,2,4894.0,4,3,3,Loyal,1
21661,260,2,2810.0,3,3,3,Loyal,1
21662,849,1,2208.0,1,1,3,At Risk,0
21665,38,2,136990.0,4,3,4,Champions,1
21667,134,1,824.0,4,1,2,Potential Loyalist,0
21669,12,2,1056.0,4,3,2,Loyal,1
21670,666,1,65.0,1,1,1,Lost,0
21671,656,3,4981.0,1,4,3,Potential Loyalist,1
21672,471,2,1028.0,2,3,2,Potential Loyalist,0
21673,831,1,1889.0,1,1,2,Lost,0
21674,424,2,602.0,2,3,2,Potential Loyalist,0
21675,289,4,1339.0,3,4,2,Loyal,1
21676,968,1,4532.0,1,1,3,At Risk,0
21677,205,1,3824.0,3,1,3,Potential Loyalist,0
21678,107,4,17657.0,4,4,4,Champions,1
21679,407,1,102.0,2,1,1,Lost,0
21680,906,2,41241.0,1,3,4,Potential Loyalist,1
21681,439,2,1005.0,2,3,2,Potential Loyalist,0
21682,375,2,342.0,3,3,1,Potential Loyalist,0
21683,737,1,7829.0,1,1,3,At Risk,0
21684,712,3,1213.0,1,4,2,Potential Loyalist,1
21685,16,3,6421.0,4,4,3,Champions,1
21686,96,2,431.0,4,3,2,Loyal,1
21687,928,1,514.0,1,1,2,Lost,0
21689,151,4,5564.0,4,4,3,Champions,1
21690,407,1,6407.0,2,1,3,At Risk,0
21692,114,2,169588.0,4,3,4,Champions,1
21695,120,5,18625.0,4,4,4,Champions,1
21696,586,2,421.0,2,3,1,At Risk,0
21697,422,2,2811.0,2,3,3,Potential Loyalist,1
21699,64,2,10139.0,4,3,4,Champions,1
21702,568,4,9301.0,2,4,4,Loyal,1
21703,416,3,8621.0,2,4,3,Loyal,1
21705,324,3,12329.0,3,4,4,Champions,1
21707,347,2,477.0,3,3,2,Potential Loyalist,0
21708,641,1,236.0,1,1,1,Lost,0
21710,379,2,12866.0,3,3,4,Loyal,1
21711,11,3,47060.0,4,4,4,Champions,1
21712,599,2,18796.0,2,3,4,Loyal,1
21713,351,2,26921.0,3,3,4,Loyal,1
21714,99,3,6592.0,4,4,3,Champions,1
21715,572,2,5629.0,2,3,3,Potential Loyalist,1
21716,171,3,21485.0,4,4,4,Champions,1
21717,29,3,221505.0,4,4,4,Champions,1
21718,582,1,241.0,2,1,1,Lost,0
21720,264,4,17366.0,3,4,4,Champions,1
21721,122,2,265949.0,4,3,4,Champions,1
21722,932,1,167.0,1,1,1,Lost,0
21723,277,4,34973.0,3,4,4,Champions,1
21724,233,3,218.0,3,4,1,Potential Loyalist,1
21725,464,2,2092.0,2,3,3,Potential Loyalist,0
21727,242,1,38611.0,3,1,4,Potential Loyalist,1
21728,4,2,5477.0,4,3,3,Loyal,1
21729,33,2,1315.0,4,3,2,Loyal,1
21730,416,2,773.0,2,3,2,Potential Loyalist,0
21732,277,2,524.0,3,3,2,Potential Loyalist,0
21733,677,3,1949.0,1,4,2,Potential Loyalist,1
21734,345,1,4995.0,3,1,3,Potential Loyalist,0
21736,330,1,176.0,3,1,1,At Risk,0
21737,206,1,46.0,3,1,1,At Risk,0
21741,816,1,306.0,1,1,1,Lost,0
21742,814,1,8468.0,1,1,3,At Risk,0
21743,226,3,635.0,3,4,2,Loyal,1
21745,851,1,24134.0,1,1,4,At Risk,0
21746,354,2,10699.0,3,3,4,Loyal,1
21748,219,1,194.0,3,1,1,At Risk,0
21749,373,1,93.0,3,1,1,At Risk,0
21750,596,1,116.0,2,1,1,Lost,0
21751,697,2,472.0,1,3,2,At Risk,0
21752,661,1,2241.0,1,1,3,At Risk,0
21753,172,2,375.0,4,3,1,Potential Loyalist,0
21754,547,2,13949.0,2,3,4,Loyal,1
21756,620,4,14856.0,2,4,4,Loyal,1
21757,556,1,0.0,2,1,1,Lost,0
21758,379,2,3260.0,3,3,3,Loyal,1
21759,772,1,46.0,1,1,1,Lost,0
21760,143,1,380.0,4,1,1,At Risk,0
21761,169,2,537.0,4,3,2,Loyal,0
21763,192,2,5838.0,3,3,3,Loyal,1
21765,386,3,435.0,2,4,2,Potential Loyalist,1
21766,79,1,185.0,4,1,1,At Risk,0
21768,183,3,9449.0,3,4,4,Champions,1
21769,208,3,2162.0,3,4,3,Loyal,1
21771,708,2,12264.0,1,3,4,Potential Loyalist,1
21772,409,4,6755.0,2,4,3,Loyal,1
21773,163,4,506000.0,4,4,4,Champions,1
21774,449,3,106644.0,2,4,4,Loyal,1
21775,554,2,1681.0,2,3,2,Potential Loyalist,0
21776,60,3,76981.0,4,4,4,Champions,1
21777,135,1,19264.0,4,1,4,Loyal,1
21778,620,2,1255.0,2,3,2,Potential Loyalist,0
21779,834,2,1144.0,1,3,2,At Risk,0
21780,610,2,1222.0,2,3,2,Potential Loyalist,0
21781,736,1,722.0,1,1,2,Lost,0
21782,976,1,4648.0,1,1,3,At Risk,0
21783,157,2,208.0,4,3,1,Potential Loyalist,0
21784,79,1,4282.0,4,1,3,Potential Loyalist,1
21786,340,4,7755.0,3,4,3,Loyal,1
21788,491,3,2967.0,2,4,3,Loyal,1
21789,438,2,2227.0,2,3,3,Potential Loyalist,0
21790,673,1,2884.0,1,1,3,At Risk,0
21793,620,2,14121.0,2,3,4,Loyal,1
21794,711,2,1032.0,1,3,2,At Risk,0
21795,479,1,208.0,2,1,1,Lost,0
21796,163,5,22343.0,4,4,4,Champions,1
21797,640,1,51.0,1,1,1,Lost,0
21799,107,3,4602.0,4,4,3,Champions,1
21800,312,1,116.0,3,1,1,At Risk,0
21802,310,2,25903.0,3,3,4,Loyal,1
21803,261,2,2209.0,3,3,3,Loyal,1
21805,32,1,287.0,4,1,1,At Risk,0
21806,190,4,3880.0,3,4,3,Loyal,1
21807,44,1,30718.0,4,1,4,Loyal,1
21808,74,1,40130.0,4,1,4,Loyal,1
21809,600,2,9940.0,2,3,4,Loyal,1
21810,626,1,269.0,2,1,1,Lost,0
21812,960,1,3065.0,1,1,3,At Risk,0
21813,38,3,23666.0,4,4,4,Champions,1
21814,45,4,1611.0,4,4,2,Loyal,1
21815,71,1,338.0,4,1,1,At Risk,0
21816,439,2,11578.0,2,3,4,Loyal,1
21818,858,1,3130.0,1,1,3,At Risk,0
21820,509,1,49704.0,2,1,4,Potential Loyalist,0
21821,303,1,204.0,3,1,1,At Risk,0
21822,579,2,778.0,2,3,2,Potential Loyalist,0
21823,233,2,19283.0,3,3,4,Loyal,1
21824,141,2,81301.0,4,3,4,Champions,1
21825,472,1,7167.0,2,1,3,At Risk,0
21827,677,1,403.0,1,1,1,Lost,0
21829,247,4,4130.0,3,4,3,Loyal,1
21830,453,1,1088.0,2,1,2,At Risk,0
21831,9,2,199.0,4,3,1,Potential Loyalist,1
21832,191,2,388403.0,3,3,4,Loyal,1
21833,834,1,93.0,1,1,1,Lost,0
21835,491,2,85416.0,2,3,4,Loyal,1
21836,491,1,181.0,2,1,1,Lost,0
21838,883,1,255.0,1,1,1,Lost,0
21839,465,2,162.0,2,3,1,At Risk,0
21840,590,1,278.0,2,1,1,Lost,0
21841,243,3,12130.0,3,4,4,Champions,1
21842,212,4,13584.0,3,4,4,Champions,1
21844,486,2,8028.0,2,3,3,Potential Loyalist,1
21845,936,1,1435.0,1,1,2,Lost,0
21846,309,2,33200.0,3,3,4,Loyal,1
21847,8,2,4717.0,4,3,3,Loyal,1
21848,885,1,417.0,1,1,1,Lost,0
21850,31,5,32148.0,4,4,4,Champions,1
21851,87,3,251.0,4,4,1,Loyal,1
21852,225,1,181.0,3,1,1,At Risk,0
21853,269,2,2699.0,3,3,3,Loyal,1
21856,639,1,1745.0,1,1,2,Lost,0
21859,358,1,1778.0,3,1,2,At Risk,0
21860,275,1,5102.0,3,1,3,Potential Loyalist,0
21861,277,1,222.0,3,1,1,At Risk,0
21862,431,1,319.0,2,1,1,Lost,0
21863,772,1,106.0,1,1,1,Lost,0
21864,460,3,5263.0,2,4,3,Loyal,1
21867,313,3,1203.0,3,4,2,Loyal,1
21868,58,2,8139.0,4,3,3,Loyal,1
21869,317,4,34505.0,3,4,4,Champions,1
21870,688,3,17620.0,1,4,4,Loyal,1
21873,585,2,12403.0,2,3,4,Loyal,1
21874,15,3,1421.0,4,4,2,Loyal,1
21875,393,3,5879.0,2,4,3,Loyal,1
21876,507,1,514.0,2,1,2,At Risk,0
21878,172,1,125.0,4,1,1,At Risk,0
21879,136,2,4482.0,4,3,3,Loyal,1
21881,94,2,23361.0,4,3,4,Champions,1
21882,736,1,181.0,1,1,1,Lost,0
21883,212,4,74505.0,3,4,4,Champions,1
21884,589,1,278.0,2,1,1,Lost,0
21885,141,4,7898.0,4,4,3,Champions,1
21886,509,3,13454.0,2,4,4,Loyal,1
21888,859,1,74.0,1,1,1,Lost,0
21889,26,2,824.0,4,3,2,Loyal,1
21890,288,2,1565.0,3,3,2,Potential Loyalist,1
21891,548,1,185.0,2,1,1,Lost,0
21892,281,1,685.0,3,1,2,At Risk,0
21893,108,1,417.0,4,1,1,At Risk,0
21894,662,1,31069.0,1,1,4,At Risk,0
21895,802,1,574.0,1,1,2,Lost,0
21896,400,2,5579.0,2,3,3,Potential Loyalist,1
21897,561,1,333.0,2,1,1,Lost,0
21898,31,3,4648.0,4,4,3,Champions,1
21899,53,4,1329.0,4,4,2,Loyal,1
21900,478,2,38000.0,2,3,4,Loyal,1
21901,186,1,5866.0,3,1,3,Potential Loyalist,0
21902,558,1,96861.0,2,1,4,Potential Loyalist,0
21903,480,2,44537.0,2,3,4,Loyal,1
21904,499,1,329.0,2,1,1,Lost,0
21905,508,3,21704.0,2,4,4,Loyal,1
21906,431,3,2778.0,2,4,3,Loyal,1
21907,701,1,5671.0,1,1,3,At Risk,0
21908,115,3,532.0,4,4,2,Loyal,1
21909,586,1,287.0,2,1,1,Lost,0
21911,747,2,40250.0,1,3,4,Potential Loyalist,1
21912,283,2,8305.0,3,3,3,Loyal,1
21913,207,1,4361.0,3,1,3,Potential Loyalist,0
21914,170,1,125.0,4,1,1,At Risk,0
21915,375,2,356.0,3,3,1,Potential Loyalist,0
21917,50,1,153.0,4,1,1,At Risk,0
21918,605,1,93.0,2,1,1,Lost,0
21919,277,2,366.0,3,3,1,Potential Loyalist,0
21920,228,2,5926.0,3,3,3,Loyal,1
21921,242,1,917.0,3,1,2,At Risk,0
21925,387,1,204.0,2,1,1,Lost,0
21926,99,3,1518.0,4,4,2,Loyal,1
21927,165,1,3481.0,4,1,3,Potential Loyalist,0
21930,422,3,67445.0,2,4,4,Loyal,1
21931,694,1,389.0,1,1,1,Lost,0
21932,352,3,2487.0,3,4,3,Loyal,1
21933,379,3,1524.0,3,4,2,Loyal,1
21934,159,2,12361.0,4,3,4,Champions,1
21935,408,1,1366.0,2,1,2,At Risk,0
21936,33,2,2653.0,4,3,3,Loyal,1
21937,652,1,74.0,1,1,1,Lost,0
21938,66,1,509.0,4,1,2,Potential Loyalist,0
21939,326,3,6140.0,3,4,3,Loyal,1
21940,170,1,9778.0,4,1,4,Loyal,0
21941,617,1,2074.0,2,1,3,At Risk,0
21942,351,3,36593.0,3,4,4,Champions,1
21943,361,4,4689.0,3,4,3,Loyal,1
21945,414,2,2856.0,2,3,3,Potential Loyalist,1
21946,619,2,50028.0,2,3,4,Loyal,1
21947,39,3,727.0,4,4,2,Loyal,1
21949,94,2,22629.0,4,3,4,Champions,1
21952,515,2,3681.0,2,3,3,Potential Loyalist,1
21953,270,1,9005.0,3,1,4,Potential Loyalist,0
21955,870,1,60.0,1,1,1,Lost,0
21957,632,1,157.0,1,1,1,Lost,0
21958,326,1,1028.0,3,1,2,At Risk,0
21959,883,2,3195.0,1,3,3,Potential Loyalist,0
21960,590,2,351.0,2,3,1,At Risk,0
21961,312,1,630.0,3,1,2,At Risk,0
21962,52,2,148.0,4,3,1,Potential Loyalist,1
21964,10,2,13500.0,4,3,4,Champions,1
21966,530,3,2445.0,2,4,3,Loyal,1
21968,563,2,347.0,2,3,1,At Risk,0
21969,668,2,1089833.0,1,3,4,Potential Loyalist,1
21970,949,1,134.0,1,1,1,Lost,0
21971,267,3,1578.0,3,4,2,Loyal,1
21972,540,3,5365.0,2,4,3,Loyal,1
21973,746,2,1695.0,1,3,2,At Risk,0
21976,536,3,15205.0,2,4,4,Loyal,1
21977,246,2,1157.0,3,3,2,Potential Loyalist,1
21978,102,1,144.0,4,1,1,At Risk,0
21979,535,2,694.0,2,3,2,Potential Loyalist,0
21981,486,1,3852.0,2,1,3,At Risk,0
21982,403,3,6027.0,2,4,3,Loyal,1
21983,355,1,13097.0,3,1,4,Potential Loyalist,0
21984,227,1,1009.0,3,1,2,At Risk,0
21985,725,1,65.0,1,1,1,Lost,0
21986,127,4,36166.0,4,4,4,Champions,1
21988,276,1,227.0,3,1,1,At Risk,0
21989,562,2,1005.0,2,3,2,Potential Loyalist,0
21991,12,2,7388.0,4,3,3,Loyal,1
21993,404,1,560.0,2,1,2,At Risk,0
21994,60,1,46.0,4,1,1,At Risk,0
21995,663,2,18500.0,1,3,4,Potential Loyalist,1
21996,714,2,13736.0,1,3,4,Potential Loyalist,1
21998,943,1,222.0,1,1,1,Lost,0
21999,191,3,13107.0,3,4,4,Champions,1
22000,747,3,4495.0,1,4,3,Potential Loyalist,1
22001,38,2,476.0,4,3,2,Loyal,1
22002,863,2,222.0,1,3,1,At Risk,0
22003,115,3,4565.0,4,4,3,Champions,1
22006,31,1,370.0,4,1,1,At Risk,0
22007,219,2,3139.0,3,3,3,Loyal,1
22008,331,2,11305.0,3,3,4,Loyal,1
22009,421,1,380.0,2,1,1,Lost,0
22010,669,2,3481.0,1,3,3,Potential Loyalist,0
22012,766,1,1079.0,1,1,2,Lost,0
22013,911,1,1384.0,1,1,2,Lost,0
22015,313,1,39000.0,3,1,4,Potential Loyalist,1
22016,235,1,144.0,3,1,1,At Risk,0
22017,262,3,4805.0,3,4,3,Loyal,1
22018,137,1,1699.0,4,1,2,Potential Loyalist,0
22019,437,2,982.0,2,3,2,Potential Loyalist,0
22021,99,2,467.0,4,3,2,Loyal,1
22022,458,1,56.0,2,1,1,Lost,0
22023,72,3,2875.0,4,4,3,Champions,1
22024,95,2,1283.0,4,3,2,Loyal,1
22025,113,2,3778.0,4,3,3,Loyal,1
22026,660,1,352.0,1,1,1,Lost,0
22027,436,2,3352.0,2,3,3,Potential Loyalist,1
22029,600,3,18764.0,2,4,4,Loyal,1
22030,102,2,7940.0,4,3,3,Loyal,1
22032,715,2,6130.0,1,3,3,Potential Loyalist,0
22033,526,2,740.0,2,3,2,Potential Loyalist,0
22034,404,3,33172.0,2,4,4,Loyal,1
22035,156,1,833.0,4,1,2,Potential Loyalist,0
